"Text","Positive","Negative","Score","Summary","PosPercent","NegPercent"
"lagih usum nu ta'aruf",0,1,-1,"Negative",0,1
"opini salah muak bosan jijik dengar berita lihat perilaku kayak ya bawa taaruf orang beda arti taaruf ",7,8,-1,"Negative",0.466666666666667,0.533333333333333
" orang heboh bikin story pacarku heboh benersih gaktau taaruf bknnya taaruf gabole getemu wkwkwkwkwk",4,5,-1,"Negative",0.444444444444444,0.555555555555556
" melebar ya arti taaruf",3,1,2,"Positive",0.75,0.25
"yuk ta'aruf yuk wkwk",2,1,1,"Positive",0.666666666666667,0.333333333333333
" booming taaruf ya ih pengin",1,0,1,"Positive",1,0
" kemarin ta'aruf ya awokawokawok",1,1,0,"Positive",0.5,0.5
"eksistensi ta'aruf era modern menunggu indah ",3,3,0,"Positive",0.5,0.5
"bar berita keuwuan ta'aruf giliran plakor sng trending zun wkwk",0,2,-2,"Negative",0,1
"ta'aruf jaman now kali",0,2,-2,"Negative",0,1
" anjing wkwkwk angin mengajak taaruf",2,2,0,"Positive",0.5,0.5
"kalo jaga crush orglaincepetan ya buruan anggap taaruf",3,2,1,"Positive",0.6,0.4
"new normal ta'aruf bismillah",2,1,1,"Positive",0.666666666666667,0.333333333333333
"timeline isi nya selingkuh taaruf pemerkosaan lucu",2,3,-1,"Negative",0.4,0.6
"deingi trending taarufsaiki trending selingkuh sesok trending opo nih",0,1,-1,"Negative",0,1
"kemarin bahas taarufnya sih artis sinetron orang namanya taaruf bagus sih bahas mengasih wawasan tata taaruf mengomentari isinya iri bilang bos",10,7,3,"Positive",0.588235294117647,0.411764705882353
"bokap gua bahas taaruf gara gara menonton tv isinya sih sembahyang ",3,5,-2,"Negative",0.375,0.625
" ancen sumpah ta'aruf iki kudu enek perantara chat chat '",3,3,0,"Positive",0.5,0.5
"yaudah taaruf ",1,1,0,"Positive",0.5,0.5
"ya ta'aruf sirik loeee",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ta'aruf yuk masak indomie ",2,2,0,"Positive",0.5,0.5
" mauga taaruf ",0,0,0,"Positive",0,0
"pengin ajak taaruf duluan sih",2,1,1,"Positive",0.666666666666667,0.333333333333333
"kaget banget ujug mengajak taaruf",3,1,2,"Positive",0.75,0.25
"p entar bangun ta aruf ya sayang",2,2,0,"Positive",0.5,0.5
"taaruf kih",0,0,0,"Positive",0,0
" tuh kayak pacaran berkedok taaruf sih cari perlindungan dibalik taaruf ngakunya taaruf kemanamana berduaan aktivitas kayak orang pacaran kocak emangggg",6,9,-3,"Negative",0.4,0.6
" taaruf",0,0,0,"Positive",0,0
"bismillah ta'aruf",1,1,0,"Positive",0.5,0.5
"serius ta'aruf ketemu komunikasi langsung contoh dinda rey tuh fotonya sosmed sih rey lihat dinda foto ig dibilang ta'aruf ketemu thx",8,4,4,"Positive",0.666666666666667,0.333333333333333
"tolong banget ya artis melabeli hubungan istilah ta'aruf pacaran kasih surprise ultah pakai peluk ta'aruf sebatas pergi berduaan ngejaga peluk sayang bedanya pacaran ya",13,14,-1,"Negative",0.481481481481481,0.518518518518518
"gua ta'aruf ya teman kerumah iya mandi kalo ",2,2,0,"Positive",0.5,0.5
"tebak hewan gue taaruf sngja gue crop kepalanya biar ketahuan",4,4,0,"Positive",0.5,0.5
"ta aruf atuh",0,2,-2,"Negative",0,1
" setuju banget kakaa namanya taaruf tuh ya ketemu ketemunya diwakilin netizennya salah nangkep gapacaran langsung taaruf pacaran ketemuan komunikasi hp ",10,5,5,"Positive",0.666666666666667,0.333333333333333
" banget pro kontra masyarakat ngebuat pandangan masyarakat awam salah taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
" pas lamaran foto berdua tatap bilang taaruf",4,1,3,"Positive",0.8,0.2
" dinda pakaiannya ketat lamaran nikah ya sih takutnya awam kayak embel taaruf sesuai syariat islam",4,4,0,"Positive",0.5,0.5
" kalo taaruf orgnya agamanya bagus kak agamanya bagus insyaallah akhlaq sifatnya bagus kalo rada srek sih kalo taaruf wkwk pengin uwu hufff",6,5,1,"Positive",0.545454545454545,0.454545454545455
" puti diluar dunia keartisan bilangnya ta'aruf waan dimana makan ",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"kayak mengaku taaruf buset tiati keblinger entar",0,1,-1,"Negative",0,1
" tante gue taaruf ye nama nya au deh norak",1,1,0,"Positive",0.5,0.5
" kisah uwu banget taaruf kisah disgusting banget selingkuh hm duniya",2,1,1,"Positive",0.666666666666667,0.333333333333333
"dinda hauw reynaldi mbayang ta'aruf disiapkan menikah",2,2,0,"Positive",0.5,0.5
" marak banget taaruf ya kemarin banget kejadiannya taarufin guru keluarga toemiran menantu guru ku ya - jodoh tau berani ngelamar pemenangnya ikhtiar jodohnya ",12,7,5,"Positive",0.631578947368421,0.368421052631579
" tau salah kaprah 'taaruf' 'pernikahan'",1,3,-2,"Negative",0.25,0.75
" itupun dampingi perantara batas ber dalih taaruf gemas bedanya taaruf pacaran kalo ber kalo ngapa ",4,6,-2,"Negative",0.4,0.6
"iya iya gue belajar ngalamin 'taaruf' gua pelajari salah langkah pernikahan banget pacaran langsung lamarankhitbah disebutnya taaruf konsepnya sob",8,7,1,"Positive",0.533333333333333,0.466666666666667
"konsep 'taaruf indah khitbah ta'aruf mengenal salah satunya tuker cv nadzor istikharah memutuskan ",4,6,-2,"Negative",0.4,0.6
"nak taaruf takde sudi nak taaruf wehhh anne rey kena tolak taaruf kena campak masuk laut hahahahawkwkwkwkwwk",1,6,-5,"Negative",0.142857142857143,0.857142857142857
"wehh sweet gilaaaaa ya allah bersemut screen akuuuuu dinda cantik gila kahwinnnm rey aaaaaaaa jom taaruf anne hahahahahaahahahaj",5,2,3,"Positive",0.714285714285714,0.285714285714286
"ajak ta'aruf man",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"taaruf 'pacaran' syar' ''",1,1,0,"Positive",0.5,0.5
"review komik islami muslimah gaul taaruf",0,1,-1,"Negative",0,1
" kisah rey dinda ta'aruf halal senang kebalikannya ya kisah simbiosis mutualisme kisah pohon kamboja benalu",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"ya ampun dek seandainya temenmu tau kalo modus ta'aruf paham uwu nya dimana",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"iya pacaran modusnya ta'aruf pacaran mah pacaran bilang ta'aruf hiks",3,6,-3,"Negative",0.333333333333333,0.666666666666667
" speakup huhu terima kasih meluruskan ta'aruf kemarin gara couple ileran bawa bawa agama jalur salah cringe",7,9,-2,"Negative",0.4375,0.5625
"wkwwk tertarik lihat videonya sbnernya niat ya memperkenalkan ta'aruf fan nya bikin pro kontra ahahah",4,3,1,"Positive",0.571428571428571,0.428571428571429
" taaruf tuh perantaraaaaaaaaa duluuuuu",0,0,0,"Positive",0,0
"sepupu aing itungannya taaruf vc gabolehhhh alahsiah manusia",1,0,1,"Positive",1,0
"bagus mantap carikan gue taaruf moy biar kayak r",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" taaruf rame pelakor jelmaan hello kitty dimana selamatkan mas bram masingmasing",3,2,1,"Positive",0.6,0.4
"mbak ayo pelukan bingung banget sih umur deh seperempat abad orang tua bolehin pacaran suruh ta'aruf sreg ngenal calon ta'aruf takut banget cerita sifat suami beda kenalan ",10,12,-2,"Negative",0.454545454545455,0.545454545454545
"disuruh ta'aruf",0,2,-2,"Negative",0,1
"ya kali taaruf",1,1,0,"Positive",0.5,0.5
"wes indak pacaran nih ya usume taaruf saiki",2,1,1,"Positive",0.666666666666667,0.333333333333333
" adeknya sepupu gua taaruf nikah kabar bapaknya nomor gua kaget taaruf dinda rey",3,5,-2,"Negative",0.375,0.625
" finn taaruf ",0,0,0,"Positive",0,0
"ta'aruf iku oposi",0,1,-1,"Negative",0,1
" mengerti mas tau ta'aruf rusak citra ta'aruf ",3,5,-2,"Negative",0.375,0.625
" iya kemarin mikir gara embel 'taaruf' perasaan taaruf kayak deh kasihan ya publik dikasih polusi informasi hadeh",6,9,-3,"Negative",0.4,0.6
"kalo kenal lo niat kenalan orang rangka cari jodoh sebutannya taaruf kenalan belon lamaran dilakuin pakai perantara kayak ustadzustadzah pengajian lu orang tua tetangga lu bebas deh pokoknya orang",11,13,-2,"Negative",0.458333333333333,0.541666666666667
"ah whole taaruf shit taaruf bahasa arab artinye kenalan langsung kayak pakai perantara ya intinya kenalan kalo lu kenal orang sebelomnya lo ajak nikah kayak lu kayak namanya khitbah melamar ngarti kagak",9,12,-3,"Negative",0.428571428571429,0.571428571428571
" gue prank masak indomie pernikahannya dibilang ta'aruf apalah resepsi pandemi nerapin protokol diarahkan brand ambassador tampilkan ikuti konsmen",5,9,-4,"Negative",0.357142857142857,0.642857142857143
"ya kristen kayak gua mengenal taaruf",2,3,-1,"Negative",0.4,0.6
"sa'ake mu yuk ta'aruf yuk",2,1,1,"Positive",0.666666666666667,0.333333333333333
" kamis ujug tawarin taaruf sepupu mngr masya allah",1,0,1,"Positive",1,0
"oh sepi ngecoba dm ta'aruf kak",0,2,-2,"Negative",0,1
" rp taaruf",0,0,0,"Positive",0,0
"jimin ngajakin taaruf",0,0,0,"Positive",0,0
"kemarin booming ta'aruf perselingkuhan kisah cinta dunia ribettt ",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"bahas taaruf ",1,0,1,"Positive",1,0
"check topik utama pandemi covid trending taaruf dinda hauw perselingkuhan ericko lim",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"dopil halal brosss yuk taaruf anjay",1,1,0,"Positive",0.5,0.5
"oh karo sing taaruf",1,0,1,"Positive",1,0
" kau post kat ig tengok tau nad ayu terok laaa dinda muka soft jee laki jommm nad taaruf hahahaasjshshhshss rey ditolak time taaruf teh nad hahshsbhsbsbshs",3,3,0,"Positive",0.5,0.5
" lepas tengok video ray dinda en nad tetiba nak kawin hahahhhshshhha takde nak ta'aruf sis ",1,4,-3,"Negative",0.2,0.8
"tolonggg mengakak hidupnya pacaran jalur maksiat jalur taaruf kayak sebelah nih",2,6,-4,"Negative",0.25,0.75
" mampus diajak taaruf",1,1,0,"Positive",0.5,0.5
" gue tangkap sih mbaknya korban orang ta'aruf kayak akhirini rame menganggap goals",2,6,-4,"Negative",0.25,0.75
"trejo hoi ayok mutualan gue gue diracunin treasure nih pengin ngenal sapa tau taaruf eak ya",1,1,0,"Positive",0.5,0.5
"dijodohkan mencari kesusahan taaruf cringe memilih ya pilih dijodohin deh biar capek mencari ",7,8,-1,"Negative",0.466666666666667,0.533333333333333
"taaruf yuk",1,0,1,"Positive",1,0
" ngapa sih ya selebritis sosial media heboh teruy percintaannya pas new normal dinda hauw taaruf marcomine sutup erickolim selingkuh wkwkwk seru bacain kejulidan warganet hahaha",8,4,4,"Positive",0.666666666666667,0.333333333333333
" taaruf ",0,0,0,"Positive",0,0
"taaruf perkenalan keluarga muhrim sok soan taaruf kenalan chat pribadi mengaco persepsi masyarakat taaruf berubah salah kedepannya",4,5,-1,"Negative",0.444444444444444,0.555555555555556
"lulus kuliah bikin cv ta aruf ",2,2,0,"Positive",0.5,0.5
"gampang mengasih cincin hastag e taaruf",4,2,2,"Positive",0.666666666666667,0.333333333333333
" menyedihkan orang salah paham makna aslinya taaruf",3,3,0,"Positive",0.5,0.5
" sih mengenal pasangan menyesuaikan taaruf proses arah situ menikah proses berlanjut berlanjut ",8,5,3,"Positive",0.615384615384615,0.384615384615385
"entar kalo taaruf masak mie instan",1,1,0,"Positive",0.5,0.5
"taaruf online sak wayahwayah ya iso",1,0,1,"Positive",1,0
"taaruf wkwkwk",1,0,1,"Positive",1,0
" kisah taaruf kisah konten creator yahtrs penikmat bucin menikmati ya susah deh wkwkwk",5,1,4,"Positive",0.833333333333333,0.166666666666667
" mengeluarkan podcast mengomongkan 'taaruf' ",2,2,0,"Positive",0.5,0.5
"pengin retweeettttt nya ya bilang pacaran lhooooo sok iyes seakan memilih pacaran manusia penuh dosa wkwkwkwk ya lho pacaran ngakunya taaruf jalan telponan chattingan halaaahhh entut",7,7,0,"Positive",0.5,0.5
" berita orang taaruf masak indomi cowok selingkuh segalamacem dengar ya terkenal kah",5,5,0,"Positive",0.5,0.5
"dinda hauw rey nikah taaruf coy menjalin komunikasi langsung berdua taaruf menikah komunikasi langsung alias pakai perantara mutlak",7,6,1,"Positive",0.538461538461538,0.461538461538462
" sih salah naikin pamor pansos dll dicaricari sebegitunya stop ya gua pengin baca tread berkualitas tl gua jarang nongolin kelas sih taaruf eh nongol selingkuh haduuh",4,9,-5,"Negative",0.307692307692308,0.692307692307692
"kalo bikin foto ya pasca pernikahan kalo taaruf teman gua taarufan ketemu mengobrol bertigaberempat perantara lakilaki perempuan sepakat cv masingmasinh pertemuan keluarga khitbah dm chat wa haha",9,3,6,"Positive",0.75,0.25
"warga twitter latahan ye mbay dinda nikah taaruf rame kepengen eriko selingkuhin jesika rame aduh",4,4,0,"Positive",0.5,0.5
"mengobrol doang taaruf ",1,1,0,"Positive",0.5,0.5
"dikon melu taaruf baginda",1,1,0,"Positive",0.5,0.5
"awowkkakaka pengin taaruf rio",0,0,0,"Positive",0,0
"wkwkwwkk iya sih ya tau habis taaruf kayak mbak dindak",2,3,-1,"Negative",0.4,0.6
"mlaku banter taaruf ",0,0,0,"Positive",0,0
"mantap mantap dibalik taaruf orang sok pintar pandai suka menggurui mawas olehe mengaji niate pamer",7,6,1,"Positive",0.538461538461538,0.461538461538462
"pondok indah mertua kali baca artikel pondok indah mertua cerita teman kerja atap mertua siang cerita teman taaruf penawaran mengharuskan atap ",6,9,-3,"Negative",0.4,0.6
"wkwkwkw mengajak taaruf nop",1,0,1,"Positive",1,0
" timeline twitter rame pelecehan sexual taaruf kah artis gerangan perselingkuhan teman makan teman artis gerangan ",4,4,0,"Positive",0.5,0.5
" atuh orang mah ta'aruf lu culikin",1,3,-2,"Negative",0.25,0.75
" denifisikan scara biar paham sepahamnya",1,1,0,"Positive",0.5,0.5
"dahlah kali taaruf wkwk pakboi bermetamorfosa sok nyunnah niatnya salah",0,3,-3,"Negative",0,1
"asli taaruf ",1,0,1,"Positive",1,0
"hahaha rada janggal nyebutnya taaruf prosesi nya kayak orang taaruf yakan",2,3,-1,"Negative",0.4,0.6
"muk taaruf",0,0,0,"Positive",0,0
"kalo rey taaruf kekeyi barulah posting ",0,0,0,"Positive",0,0
"taaruf pacaran status",1,1,0,"Positive",0.5,0.5
" alami lingkungan setuju post dibawah meluruskan makna ta'aruf semestinya semoga aware meminimalisir buaya syariah wkwkw",4,6,-2,"Negative",0.4,0.6
"ta'aruf pacaran tbtb langsung nikah kalo ditelen mentah fwb tbtb nikah ta'aruf ",4,6,-2,"Negative",0.4,0.6
"ya nikah sih proses taaruf kak wkwk",3,1,2,"Positive",0.75,0.25
" tau perasaan dinda pas diajak 'taaruf' rey",3,2,1,"Positive",0.6,0.4
"taaruf biar kayak dinda ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ta kenal ta aruf",1,3,-2,"Negative",0.25,0.75
" pasangan viral menikah taaruf dibahas dimana sih pelakor trending batinku kui sopo meneh yaallah rame banget dramane rak bar bar buta selebgram artis tanah air",9,5,4,"Positive",0.642857142857143,0.357142857142857
" mengaburkan makna taaruf nyata ikhtilat",2,2,0,"Positive",0.5,0.5
"mimpi bengi ditawani perjodohan model taaruf ro pendetakukempluk",3,1,2,"Positive",0.75,0.25
"selingkuh biar rame ta'aruf sepi",2,5,-3,"Negative",0.285714285714286,0.714285714285714
"taaruf ",0,0,0,"Positive",0,0
"ta'aruf amin wapres",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ramean selingkuh taaruf",0,1,-1,"Negative",0,1
"ramean selingkuh taaruf ya",1,1,0,"Positive",0.5,0.5
"jaman pakai istilah pacaran langsung taaruf chat sayang jalan berdua boncengan pegangan tangan salah kaprah ya",7,6,1,"Positive",0.538461538461538,0.461538461538462
"taaruf taaruf mbelgedes sangar luwih memilih meneng tur meteng",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" bilang taaruf sih konsep taaruf kayak gituharus lwat perantara salah kaprah",0,2,-2,"Negative",0,1
"hihii kalo mengajak taaruf ",1,0,1,"Positive",1,0
"nikah mah nikah bawabawa ta'aruf salah ",2,4,-2,"Negative",0.333333333333333,0.666666666666667
" menikah ta'aruf mpls gugus teman perselingkuhan",1,4,-3,"Negative",0.2,0.8
" pengin taaruf wkwk",0,0,0,"Positive",0,0
" ta'aruf -",0,1,-1,"Negative",0,1
" cowok deh entar menyakiti kakak kasihan kakaknya lgnsung taaruf hehe",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"haha jaman bujang mengajak taaruf teman jaman kuliah mengasih cv isinya biodata kutolak gengs sreg ngajakin taaruf mengajak jalan nya taaruf ketemu berdua ya kudu perantara",11,5,6,"Positive",0.6875,0.3125
"taaruf lewattt",0,0,0,"Positive",0,0
"kook auto disetujuin nikah enjid gue bani jaidi nih taaruf yuk",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf ala ala artis barusan salah salah kaprah",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ngeri nih taaruf frame bocil korban pansos taaruf sakral syarat tingga dorg segampang masak mie instan",2,5,-3,"Negative",0.285714285714286,0.714285714285714
" musim taaruf ya eh buset",1,0,1,"Positive",1,0
" dinamakan taaruf gadungan",1,1,0,"Positive",0.5,0.5
" istilah cinta mata turun hati normatif bicara taaruf fisik hati ironis taarufan pasangan cantik ganteng bilang gue hati mata bulshet",11,10,1,"Positive",0.523809523809524,0.476190476190476
" ngjak taaruf kak",0,0,0,"Positive",0,0
" gue insyekyuuur btw kylie jenner cardi b banget menyindir pasangan taaruf kawe ituuuuh update lambeturah kayaknya",2,2,0,"Positive",0.5,0.5
" novel girls riyadh isinya proses ta aruf kehidupan wanita arab lajang istri janda",4,3,1,"Positive",0.571428571428571,0.428571428571429
"kebanyakan orang salah mendefinisikan taaruf",3,3,0,"Positive",0.5,0.5
"wow ajak taaruf meng",1,0,1,"Positive",1,0
" cv ta'aruf kali ya",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"taaruf langsung nikah",2,1,1,"Positive",0.666666666666667,0.333333333333333
" disandingkan orang menilai sesuai makna isi ta'aruf agama islam ajarkan salah ",7,7,0,"Positive",0.5,0.5
" kali nge tweet serius haha circle teman ta'aruf maknawiyah hakikiyah beda juauuhh",0,4,-4,"Negative",0,1
"ta'aruf segampang sesimpel semudah brosis",3,3,0,"Positive",0.5,0.5
"setuju sih tarik etimologi bahasa ta'aruf perkenalan lakukan sandarkan makna bahasa sih sah sah sesuai ",5,6,-1,"Negative",0.454545454545455,0.545454545454545
"cari agen taaruf agennya",1,3,-2,"Negative",0.25,0.75
" wku taaruf setuju mbaknya",1,1,0,"Positive",0.5,0.5
"gue mikir 'darimana taaruf nya'",1,1,0,"Positive",0.5,0.5
"mengomong selingkuh pacaran selingkuhin bilangnya selingkuh taaruf",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"mar pacarmu gakan meninggalkan taaruf mar",2,2,0,"Positive",0.5,0.5
" pacaran dosa taaruf ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"cari taaruf ",1,1,0,"Positive",0.5,0.5
" dijak taaruf messenger fb wkwkwkwk",0,0,0,"Positive",0,0
"ilmu ta'aruf bagus nih makian ngegas haha intinya kalo proses kenalan nikah namanya ta'aruf kalo kontak umat sah nikah",9,9,0,"Positive",0.5,0.5
" ta'aruf ya pacare elek kadung sayang dadine publish",2,2,0,"Positive",0.5,0.5
"niatnya ta'aruf hasilnya ta'awud",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"pembodohan kekinian pacaran diganti pakai taaruf dasarnya dilarang tuh tindak tanduk orang pacaran taaruf tindak tanduk pacaran ya ajaaaaa bertukar pesan via aplikasi salah satunya hiliiihhh",10,14,-4,"Negative",0.416666666666667,0.583333333333333
"berkat cinta subuh falcon pictures dinda hauw rey mbayang taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf ketemu katadoi orang namanya ldran hm maaf basic memantaskan hiks",5,4,1,"Positive",0.555555555555556,0.444444444444444
"mak gua menonton tv lihat kemarin taaruf heboh twitt dll bilang apaansih ah lebay banget langsung matiin tv wkwkwkwk",4,5,-1,"Negative",0.444444444444444,0.555555555555556
"terangkum fakta viralnya foto tunangan prilly latuconsina reza rahardian",2,1,1,"Positive",0.666666666666667,0.333333333333333
